Date,State,TotalSamples,Negative,Positive
5/25/2020,Himachal Pradesh,28346,27596,223
5/26/2020,Himachal Pradesh,29379,28989,247
5/27/2020,Himachal Pradesh,30852,30019,273
5/28/2020,Himachal Pradesh,32449,31655,281
5/29/2020,Himachal Pradesh,33979,33486,295
5/30/2020,Himachal Pradesh,35668,34933,313
5/31/2020,Himachal Pradesh,37168,36618,331
6/1/2020,Himachal Pradesh,37897,37233,340
6/2/2020,Himachal Pradesh,39620,38993,345
6/3/2020,Himachal Pradesh,41351,40621,359
6/4/2020,Himachal Pradesh,42703,42081,383
6/5/2020,Himachal Pradesh,43688,43149,393
6/6/2020,Himachal Pradesh,44509,43942,400
6/7/2020,Himachal Pradesh,45888,45254,411
6/8/2020,Himachal Pradesh,46416,45956,421
6/9/2020,Himachal Pradesh,47655,46541,437
6/10/2020,Himachal Pradesh,48922,48123,451
6/11/2020,Himachal Pradesh,50222,49465,470
6/12/2020,Himachal Pradesh,51420,50793,486
6/13/2020,Himachal Pradesh,52737,51106,493
6/14/2020,Himachal Pradesh,53946,53301,518
6/15/2020,Himachal Pradesh,54484,53923,556
6/16/2020,Himachal Pradesh,56106,55333,560
6/17/2020,Himachal Pradesh,57479,56861,585
6/18/2020,Himachal Pradesh,59214,58063,595
6/19/2020,Himachal Pradesh,60814,59675,627
6/20/2020,Himachal Pradesh,62580,61662,656
6/21/2020,Himachal Pradesh,64338,62882,673
6/22/2020,Himachal Pradesh,65189,64324,727
6/23/2020,Himachal Pradesh,67020,65803,775
6/24/2020,Himachal Pradesh,68899,67420,806
6/25/2020,Himachal Pradesh,71078,69917,839
6/26/2020,Himachal Pradesh,72688,71426,864
6/27/2020,Himachal Pradesh,74764,73722,894
6/28/2020,Himachal Pradesh,76556,75285,916
6/29/2020,Himachal Pradesh,77384,76413,942
6/30/2020,Himachal Pradesh,79499,78335,953
7/1/2020,Himachal Pradesh,81516,80387,979
7/2/2020,Himachal Pradesh,83553,82435,1014
7/3/2020,Himachal Pradesh,85116,83959,1033
7/4/2020,Himachal Pradesh,87019,85953,1046
7/5/2020,Himachal Pradesh,88459,87369,1063
7/6/2020,Himachal Pradesh,89305,88223,1077
7/7/2020,Himachal Pradesh,91175,89803,1083
7/8/2020,Himachal Pradesh,93018,91736,1101
7/9/2020,Himachal Pradesh,94720,93132,1140
7/10/2020,Himachal Pradesh,96268,95037,1171
7/11/2020,Himachal Pradesh,98367,97104,1182
7/12/2020,Himachal Pradesh,100315,98802,1213
7/13/2020,Himachal Pradesh,101200,99695,1243
7/14/2020,Himachal Pradesh,103521,101677,1309
7/15/2020,Himachal Pradesh,105734,103730,1341
7/16/2020,Himachal Pradesh,108157,106280,1377
7/17/2020,Himachal Pradesh,110585,108954,1417
7/18/2020,Himachal Pradesh,113129,111393,1457
7/19/2020,Himachal Pradesh,115298,113621,1521
7/20/2020,Himachal Pradesh,116795,115063,1631
7/21/2020,Himachal Pradesh,119220,116963,1664
7/22/2020,Himachal Pradesh,121688,119350,1725
7/23/2020,Himachal Pradesh,124683,121543,1834
7/24/2020,Himachal Pradesh,127555,124568,1954
7/25/2020,Himachal Pradesh,130253,127436,2049
7/26/2020,Himachal Pradesh,132703,129501,2176
7/27/2020,Himachal Pradesh,134606,131862,2270
7/28/2020,Himachal Pradesh,137251,134209,2330
7/29/2020,Himachal Pradesh,139955,136536,2403
4/5/2020,Jammu and Kashmir,1551,1429,106
4/10/2020,Jammu and Kashmir,2961,2754,207
4/11/2020,Jammu and Kashmir,3206,2982,224
4/12/2020,Jammu and Kashmir,3600,3355,245
4/13/2020,Jammu and Kashmir,4065,3795,270
4/14/2020,Jammu and Kashmir,4619,4341,278
4/15/2020,Jammu and Kashmir,5171,4871,300
4/16/2020,Jammu and Kashmir,5680,5366,314
4/17/2020,Jammu and Kashmir,6438,6110,328
4/18/2020,Jammu and Kashmir,6937,6596,341
4/19/2020,Jammu and Kashmir,7895,7545,350
4/20/2020,Jammu and Kashmir,8612,8244,368
4/21/2020,Jammu and Kashmir,9220,8840,380
4/22/2020,Jammu and Kashmir,10039,9632,407
4/23/2020,Jammu and Kashmir,10977,10550,427
4/24/2020,Jammu and Kashmir,11764,11310,454
4/25/2020,Jammu and Kashmir,12835,12341,494
4/26/2020,Jammu and Kashmir,13959,13436,523
4/27/2020,Jammu and Kashmir,14988,14442,546
4/28/2020,Jammu and Kashmir,16619,16054,565
4/29/2020,Jammu and Kashmir,18450,17869,581
4/30/2020,Jammu and Kashmir,19746,19132,614
5/1/2020,Jammu and Kashmir,21695,21056,639
5/2/2020,Jammu and Kashmir,23406,22794,666
5/3/2020,Jammu and Kashmir,26038,25337,701
5/4/2020,Jammu and Kashmir,28199,27473,726
5/5/2020,Jammu and Kashmir,31312,30571,741
5/6/2020,Jammu and Kashmir,34277,33502,775
5/7/2020,Jammu and Kashmir,37706,36913,793
5/8/2020,Jammu and Kashmir,42427,41604,823
5/9/2020,Jammu and Kashmir,44753,43917,836
5/10/2020,Jammu and Kashmir,47080,46291,861
5/11/2020,Jammu and Kashmir,51334,50455,879
5/12/2020,Jammu and Kashmir,53726,52792,934
5/13/2020,Jammu and Kashmir,57111,56140,971
5/14/2020,Jammu and Kashmir,63515,62532,983
5/15/2020,Jammu and Kashmir,70306,69293,1013
5/16/2020,Jammu and Kashmir,76191,75070,1121
5/17/2020,Jammu and Kashmir,80934,79751,1183
5/18/2020,Jammu and Kashmir,88601,87312,1289
5/19/2020,Jammu and Kashmir,96826,95509,1317
5/20/2020,Jammu and Kashmir,101950,100560,1390
5/21/2020,Jammu and Kashmir,107108,105659,1449
5/22/2020,Jammu and Kashmir,114859,113370,1489
5/23/2020,Jammu and Kashmir,124074,122505,1569
5/24/2020,Jammu and Kashmir,130433,128812,1621
5/25/2020,Jammu and Kashmir,134188,132520,1668
5/26/2020,Jammu and Kashmir,140962,139203,1759
5/27/2020,Jammu and Kashmir,145162,143241,1921
5/28/2020,Jammu and Kashmir,153522,151486,2036
5/29/2020,Jammu and Kashmir,158729,156565,2164
5/30/2020,Jammu and Kashmir,164581,162240,2341
5/31/2020,Jammu and Kashmir,171045,168599,2446
6/1/2020,Jammu and Kashmir,176309,173708,2601
6/2/2020,Jammu and Kashmir,183067,180349,2718
6/3/2020,Jammu and Kashmir,189364,186507,2857
6/4/2020,Jammu and Kashmir,195677,192535,3142
6/5/2020,Jammu and Kashmir,202257,198933,3324
6/6/2020,Jammu and Kashmir,211880,208413,3467
6/7/2020,Jammu and Kashmir,218481,214394,4087
6/8/2020,Jammu and Kashmir,227906,223621,4285
6/9/2020,Jammu and Kashmir,235816,231470,4346
6/10/2020,Jammu and Kashmir,241891,237384,4507
6/11/2020,Jammu and Kashmir,247267,242693,4574
6/12/2020,Jammu and Kashmir,254059,249329,4730
6/13/2020,Jammu and Kashmir,260098,255220,4878
6/14/2020,Jammu and Kashmir,266163,261122,5041
6/15/2020,Jammu and Kashmir,271416,266196,5220
6/16/2020,Jammu and Kashmir,276174,270876,5298
6/17/2020,Jammu and Kashmir,282268,276862,5406
6/18/2020,Jammu and Kashmir,289027,283472,5555
6/19/2020,Jammu and Kashmir,295202,289522,5680
6/20/2020,Jammu and Kashmir,301209,295375,5834
6/21/2020,Jammu and Kashmir,307638,301682,5956
6/22/2020,Jammu and Kashmir,313687,307599,6088
6/23/2020,Jammu and Kashmir,319664,313428,6236
6/24/2020,Jammu and Kashmir,326430,320008,6422
6/25/2020,Jammu and Kashmir,332445,325896,6549
6/26/2020,Jammu and Kashmir,338903,332141,6762
6/27/2020,Jammu and Kashmir,345426,338460,6966
6/28/2020,Jammu and Kashmir,351865,344772,7093
6/29/2020,Jammu and Kashmir,358530,351293,7237
6/30/2020,Jammu and Kashmir,365058,357561,7497
7/1/2020,Jammu and Kashmir,371486,363791,7695
7/2/2020,Jammu and Kashmir,377961,370112,7849
7/3/2020,Jammu and Kashmir,385501,377482,8019
7/4/2020,Jammu and Kashmir,392919,384673,8246
7/5/2020,Jammu and Kashmir,399385,390956,8429
7/6/2020,Jammu and Kashmir,406212,397537,8675
7/7/2020,Jammu and Kashmir,413358,404427,8931
7/8/2020,Jammu and Kashmir,421571,412310,9261
7/9/2020,Jammu and Kashmir,429787,420286,9501
7/10/2020,Jammu and Kashmir,437928,428040,9888
7/11/2020,Jammu and Kashmir,445169,435013,10156
7/12/2020,Jammu and Kashmir,452455,441942,10513
7/13/2020,Jammu and Kashmir,459703,448876,10827
7/14/2020,Jammu and Kashmir,466333,455160,11173
7/15/2020,Jammu and Kashmir,474149,462483,11666
7/16/2020,Jammu and Kashmir,481452,469296,12156
7/17/2020,Jammu and Kashmir,489382,476625,12757
7/18/2020,Jammu and Kashmir,498007,484809,13198
7/19/2020,Jammu and Kashmir,507678,493779,13899
7/20/2020,Jammu and Kashmir,518029,503379,14650
7/21/2020,Jammu and Kashmir,528946,513688,15258
7/22/2020,Jammu and Kashmir,537891,522180,15711
7/23/2020,Jammu and Kashmir,548877,532448,16429
7/24/2020,Jammu and Kashmir,559399,542617,16782
7/25/2020,Jammu and Kashmir,570508,553203,17305
7/26/2020,Jammu and Kashmir,581707,563787,17920
7/27/2020,Jammu and Kashmir,592482,574092,18390
7/28/2020,Jammu and Kashmir,603728,584849,18879
7/29/2020,Jammu and Kashmir,615380,595961,19419
7/30/2020,Jammu and Kashmir,627387,607518,19869
4/10/2020,Jharkhand,1340,1326,14
4/11/2020,Jharkhand,1546,1529,17
4/12/2020,Jharkhand,1683,1666,17
4/13/2020,Jharkhand,1982,1963,19
4/14/2020,Jharkhand,2334,2307,27
4/17/2020,Jharkhand,3143,3111,32
4/18/2020,Jharkhand,3431,3398,33
4/19/2020,Jharkhand,3646,3608,38
4/20/2020,Jharkhand,4235,4190,45
4/22/2020,Jharkhand,5176,5127,49
4/23/2020,Jharkhand,5380,5327,53
4/24/2020,Jharkhand,6162,6105,57
4/25/2020,Jharkhand,6970,6903,67
4/26/2020,Jharkhand,7806,7724,82
4/27/2020,Jharkhand,8757,8654,103
4/28/2020,Jharkhand,9408,9303,105
4/29/2020,Jharkhand,10268,10161,107
4/30/2020,Jharkhand,10987,10878,109
5/1/2020,Jharkhand,11771,11658,113
5/2/2020,Jharkhand,12393,12278,115
5/3/2020,Jharkhand,13055,12940,115
5/4/2020,Jharkhand,13832,13717,115
5/5/2020,Jharkhand,15064,14939,125
5/6/2020,Jharkhand,15908,15799,127
5/7/2020,Jharkhand,17101,16969,132
5/8/2020,Jharkhand,17219,17087,132
5/9/2020,Jharkhand,18632,18478,154
5/10/2020,Jharkhand,20832,20675,157
5/11/2020,Jharkhand,21201,21041,160
5/12/2020,Jharkhand,22815,22651,164
5/13/2020,Jharkhand,25769,25592,177
5/14/2020,Jharkhand,27789,27592,197
5/15/2020,Jharkhand,29236,29025,211
5/16/2020,Jharkhand,31025,30808,217
5/17/2020,Jharkhand,33220,32997,223
5/18/2020,Jharkhand,35359,35131,228
5/19/2020,Jharkhand,37589,37341,248
5/20/2020,Jharkhand,39402,39121,281
5/21/2020,Jharkhand,41936,41633,303
5/22/2020,Jharkhand,43988,43665,323
5/23/2020,Jharkhand,45785,45435,350
5/24/2020,Jharkhand,48641,48271,370
5/25/2020,Jharkhand,50709,50304,405
5/26/2020,Jharkhand,53309,52883,426
5/27/2020,Jharkhand,55427,54969,458
5/28/2020,Jharkhand,57250,56781,469
5/29/2020,Jharkhand,59452,58931,521
5/30/2020,Jharkhand,62916,62353,563
5/31/2020,Jharkhand,65886,65256,610
6/1/2020,Jharkhand,69187,68526,661
6/2/2020,Jharkhand,71296,70584,712
6/3/2020,Jharkhand,74499,73735,764
6/4/2020,Jharkhand,77641,76814,827
6/5/2020,Jharkhand,80097,79175,922
6/6/2020,Jharkhand,84444,83416,1028
6/7/2020,Jharkhand,87721,86618,1103
6/8/2020,Jharkhand,92325,91035,1290
6/9/2020,Jharkhand,95099,93683,1416
6/10/2020,Jharkhand,95500,94077,1423
6/11/2020,Jharkhand,99931,98332,1599
6/12/2020,Jharkhand,102092,100436,1656
6/13/2020,Jharkhand,103905,102194,1711
6/14/2020,Jharkhand,106104,104343,1761
6/15/2020,Jharkhand,108576,106783,1793
6/16/2020,Jharkhand,110813,108974,1839
6/17/2020,Jharkhand,113004,111109,1895
6/18/2020,Jharkhand,115186,113267,1919
6/19/2020,Jharkhand,117569,115608,1961
6/20/2020,Jharkhand,120892,117722,2024
6/21/2020,Jharkhand,121770,119681,2089
6/22/2020,Jharkhand,124008,121868,2140
6/23/2020,Jharkhand,126007,123814,2193
6/24/2020,Jharkhand,128214,125995,2219
6/25/2020,Jharkhand,131169,128908,2261
6/26/2020,Jharkhand,133082,130788,2294
6/27/2020,Jharkhand,135276,132937,2339
6/28/2020,Jharkhand,137438,135074,2364
6/29/2020,Jharkhand,139907,137481,2426
6/30/2020,Jharkhand,142641,140151,2490
7/1/2020,Jharkhand,145692,143167,2525
7/2/2020,Jharkhand,148738,146153,2585
7/3/2020,Jharkhand,151699,149002,2697
7/4/2020,Jharkhand,154618,151879,2739
7/5/2020,Jharkhand,156778,153971,2807
7/6/2020,Jharkhand,159176,156322,2854
7/7/2020,Jharkhand,161564,158546,3018
7/8/2020,Jharkhand,164504,161370,3134
7/9/2020,Jharkhand,167650,164382,3268
7/10/2020,Jharkhand,172032,168514,3518
7/11/2020,Jharkhand,176858,173195,3663
7/12/2020,Jharkhand,180439,176679,3760
7/13/2020,Jharkhand,184656,180693,3963
7/14/2020,Jharkhand,189851,185626,4225
7/15/2020,Jharkhand,196070,191508,4562
7/16/2020,Jharkhand,203279,198496,4783
7/17/2020,Jharkhand,208492,203396,5096
7/18/2020,Jharkhand,212299,206914,5385
7/19/2020,Jharkhand,215661,210109,5552
7/20/2020,Jharkhand,222781,217004,5777
7/21/2020,Jharkhand,230535,224340,6195
7/22/2020,Jharkhand,236438,229756,6682
7/23/2020,Jharkhand,243276,236110,7166
7/24/2020,Jharkhand,248928,241364,7564
7/25/2020,Jharkhand,253411,245570,7841
7/26/2020,Jharkhand,259096,250747,8349
7/27/2020,Jharkhand,264449,255646,8803
7/28/2020,Jharkhand,272713,263150,9563
7/29/2020,Jharkhand,277984,268090,9894
4/3/2020,Karnataka,4587,4281,128
4/7/2020,Karnataka,6580,5942,175
4/8/2020,Karnataka,6967,6473,181
4/9/2020,Karnataka,7613,7176,197
4/10/2020,Karnataka,7975,7673,207
4/11/2020,Karnataka,8560,8231,215
4/12/2020,Karnataka,9251,8831,232
4/13/2020,Karnataka,10017,9572,247
4/14/2020,Karnataka,11107,10554,260
4/15/2020,Karnataka,12483,11905,279
4/16/2020,Karnataka,13724,13074,315
4/17/2020,Karnataka,17594,14606,359
4/18/2020,Karnataka,19186,15658,384
4/19/2020,Karnataka,21367,17662,390
4/20/2020,Karnataka,23460,19497,408
4/21/2020,Karnataka,26233,22222,418
4/22/2020,Karnataka,29512,25424,427
4/23/2020,Karnataka,32122,28174,445
4/24/2020,Karnataka,35958,31914,474
4/25/2020,Karnataka,39083,34888,500
4/26/2020,Karnataka,42964,38207,503
4/27/2020,Karnataka,45685,43791,512
4/28/2020,Karnataka,50512,48508,523
4/29/2020,Karnataka,55404,53241,535
4/30/2020,Karnataka,60156,57548,565
5/1/2020,Karnataka,64898,61855,589
5/2/2020,Karnataka,69730,66475,601
5/3/2020,Karnataka,74898,70998,614
5/4/2020,Karnataka,79193,74664,651
5/5/2020,Karnataka,83806,78860,673
5/6/2020,Karnataka,88777,83056,693
5/7/2020,Karnataka,93535,87756,705
5/8/2020,Karnataka,98081,92237,753
5/9/2020,Karnataka,103098,97326,794
5/10/2020,Karnataka,107311,102266,848
5/11/2020,Karnataka,111595,106467,862
5/12/2020,Karnataka,116533,111264,925
5/13/2020,Karnataka,121178,119420,959
5/14/2020,Karnataka,128373,126766,987
5/15/2020,Karnataka,133724,132074,1056
5/16/2020,Karnataka,140024,138216,1092
5/17/2020,Karnataka,145398,143444,1147
5/18/2020,Karnataka,151663,149566,1246
5/19/2020,Karnataka,158599,156247,1395
5/20/2020,Karnataka,166781,164199,1462
5/21/2020,Karnataka,174297,171484,1605
5/22/2020,Karnataka,186526,183088,1743
5/23/2020,Karnataka,196196,192127,1959
5/24/2020,Karnataka,206313,201978,2089
5/25/2020,Karnataka,219894,215308,2182
5/26/2020,Karnataka,228914,223477,2283
5/27/2020,Karnataka,241608,235876,2418
5/28/2020,Karnataka,252078,246115,2533
5/29/2020,Karnataka,264489,258130,2781
5/30/2020,Karnataka,280217,273404,2922
5/31/2020,Karnataka,293575,286245,3221
6/1/2020,Karnataka,304816,297052,3408
6/2/2020,Karnataka,319628,310967,3796
6/3/2020,Karnataka,334825,325686,4063
6/4/2020,Karnataka,347093,337154,4320
6/5/2020,Karnataka,360720,349951,4835
6/6/2020,Karnataka,372582,361382,5213
6/7/2020,Karnataka,384442,372399,5452
6/8/2020,Karnataka,393221,380630,5760
6/9/2020,Karnataka,400257,387027,5921
6/10/2020,Karnataka,408506,394603,6041
6/11/2020,Karnataka,416506,402105,6245
6/12/2020,Karnataka,426341,411244,6516
6/13/2020,Karnataka,436518,420773,6824
6/14/2020,Karnataka,443969,427608,7000
6/15/2020,Karnataka,449331,432346,7213
6/16/2020,Karnataka,457267,439654,7530
6/17/2020,Karnataka,464798,446448,7734
6/18/2020,Karnataka,473507,454476,7944
6/19/2020,Karnataka,484060,464338,8281
6/20/2020,Karnataka,493893,473357,8697
6/21/2020,Karnataka,506765,485345,9150
6/22/2020,Karnataka,515969,493921,9399
6/23/2020,Karnataka,526538,503734,9721
6/24/2020,Karnataka,539247,515388,10118
6/25/2020,Karnataka,553325,527731,10560
6/26/2020,Karnataka,568058,541548,11005
6/27/2020,Karnataka,581635,554095,11923
6/28/2020,Karnataka,595470,566543,13190
6/29/2020,Karnataka,605159,575337,14295
6/30/2020,Karnataka,620747,589637,15242
7/1/2020,Karnataka,637417,604822,16514
7/2/2020,Karnataka,653627,619292,18016
7/3/2020,Karnataka,671934,635582,19710
7/4/2020,Karnataka,689526,650876,21549
7/5/2020,Karnataka,706425,665525,23474
7/6/2020,Karnataka,722305,679267,25317
7/7/2020,Karnataka,740047,694816,26815
7/8/2020,Karnataka,759181,711319,28877
7/9/2020,Karnataka,779209,728887,31105
7/10/2020,Karnataka,798437,745360,33418
7/11/2020,Karnataka,819024,746375,36216
7/12/2020,Karnataka,839074,779609,38843
7/13/2020,Karnataka,856148,793561,41581
7/14/2020,Karnataka,879822,813164,44077
7/15/2020,Karnataka,902026,831246,47253
7/16/2020,Karnataka,925477,850593,51422
7/17/2020,Karnataka,953417,870466,55115
7/18/2020,Karnataka,982701,899016,59652
7/19/2020,Karnataka,999530,927945,63772
7/20/2020,Karnataka,1025420,958311,67420
7/21/2020,Karnataka,1051976,963725,71069
7/22/2020,Karnataka,1079749,1002045,75833
7/23/2020,Karnataka,1110497,,80863
7/25/2020,Karnataka,1143262,,90942
7/26/2020,Karnataka,1176827,,96141
7/27/2020,Karnataka,1205051,,101465
7/28/2020,Karnataka,1242771,,107001
7/29/2020,Karnataka,1275761,,112504
7/30/2020,Karnataka,1313856,,118632
4/1/2020,Kerala,7965,7256,265
4/2/2020,Kerala,8456,7622,286
4/3/2020,Kerala,9139,8126,295
4/4/2020,Kerala,9744,8586,306
4/5/2020,Kerala,10221,9300,314
4/6/2020,Kerala,10716,9607,327
4/7/2020,Kerala,11232,10250,336
4/8/2020,Kerala,11986,10906,354
4/9/2020,Kerala,12710,11469,357
4/10/2020,Kerala,13339,12335,364
4/11/2020,Kerala,14163,12818,373
4/12/2020,Kerala,14989,13802,375
4/13/2020,Kerala,15683,14829,378
4/14/2020,Kerala,16235,15488,386
4/15/2020,Kerala,16475,16002,387
4/16/2020,Kerala,17400,16459,394
4/17/2020,Kerala,18029,17279,395
4/18/2020,Kerala,18774,17763,399
4/19/2020,Kerala,19351,18547,401
4/20/2020,Kerala,19756,19074,408
4/21/2020,Kerala,20252,19442,426
4/22/2020,Kerala,20821,19998,437
4/23/2020,Kerala,21334,20326,447
4/24/2020,Kerala,21940,20830,450
4/25/2020,Kerala,22360,21475,457
4/26/2020,Kerala,22954,21997,468
4/27/2020,Kerala,24146,23148,481
4/28/2020,Kerala,24855,24078,485
4/29/2020,Kerala,25827,24681,495
4/30/2020,Kerala,27481,26032,497
5/1/2020,Kerala,29012,27224,497
5/2/2020,Kerala,33276,31592,499
5/3/2020,Kerala,34608,33294,499
5/4/2020,Kerala,35441,34161,499
5/5/2020,Kerala,36312,35244,502
5/6/2020,Kerala,37546,36210,502
5/7/2020,Kerala,38206,36856,502
5/8/2020,Kerala,39266,38294,503
5/9/2020,Kerala,40123,39233,505
5/10/2020,Kerala,41279,40155,512
5/11/2020,Kerala,41700,40889,512
5/12/2020,Kerala,42461,41621,524
5/13/2020,Kerala,43648,42574,534
5/14/2020,Kerala,45039,43868,560
5/15/2020,Kerala,46831,45063,576
5/16/2020,Kerala,48433,46458,587
5/17/2020,Kerala,50036,47964,601
5/18/2020,Kerala,51059,49763,630
5/19/2020,Kerala,52588,50867,642
5/20/2020,Kerala,54633,52689,666
5/21/2020,Kerala,56373,54541,690
5/22/2020,Kerala,58382,56165,733
5/23/2020,Kerala,60443,58192,795
5/24/2020,Kerala,61900,59943,848
5/25/2020,Kerala,63009,61698,897
5/26/2020,Kerala,65303,63010,964
5/27/2020,Kerala,67961,65099,1004
5/28/2020,Kerala,70622,67677,1089
5/29/2020,Kerala,74214,71083,1151
5/30/2020,Kerala,77257,73775,1209
5/31/2020,Kerala,77508,75697,1270
6/1/2020,Kerala,82449,78310,1327
6/2/2020,Kerala,86169,81157,1413
6/3/2020,Kerala,95348,84870,1495
6/4/2020,Kerala,99692,87403,1589
6/5/2020,Kerala,104045,92818,1700
6/6/2020,Kerala,107796,97114,1808
6/7/2020,Kerala,111930,100319,1915
6/8/2020,Kerala,113956,103472,2006
6/9/2020,Kerala,126088,111892,2097
6/10/2020,Kerala,131006,116425,2162
6/11/2020,Kerala,135974,130857,2245
6/12/2020,Kerala,140457,134743,2323
6/13/2020,Kerala,144842,,2408
6/14/2020,Kerala,149164,,2462
6/15/2020,Kerala,151686,,2544
6/16/2020,Kerala,157117,,2623
6/17/2020,Kerala,161829,,2698
6/18/2020,Kerala,169035,,2795
6/19/2020,Kerala,173729,,2913
6/20/2020,Kerala,178559,,3040
6/21/2020,Kerala,183201,,3173
6/22/2020,Kerala,185903,,3311
6/23/2020,Kerala,192059,,3452
6/24/2020,Kerala,197567,,3604
6/25/2020,Kerala,203574,,3727
6/26/2020,Kerala,209456,,3877
6/27/2020,Kerala,215243,,4072
6/28/2020,Kerala,220821,,4190
6/29/2020,Kerala,224737,,4311
6/30/2020,Kerala,231570,,4442
7/1/2020,Kerala,239017,,4593
7/2/2020,Kerala,246799,,4753
7/3/2020,Kerala,253011,,4965
7/4/2020,Kerala,260011,,5205
7/5/2020,Kerala,268218,,5430
7/6/2020,Kerala,275823,,5623
7/7/2020,Kerala,285968,,5895
7/8/2020,Kerala,296183,,6196
7/9/2020,Kerala,307219,,6535
7/10/2020,Kerala,320485,,6951
7/11/2020,Kerala,334849,,7439
7/12/2020,Kerala,347529,,7874
7/13/2020,Kerala,416282,,8323
7/14/2020,Kerala,435043,,8931
7/15/2020,Kerala,453716,,9554
7/16/2020,Kerala,472271,,10276
7/17/2020,Kerala,489395,,11067
7/18/2020,Kerala,514140,,11660
7/19/2020,Kerala,532505,,12481
7/20/2020,Kerala,546000,,13275
7/21/2020,Kerala,567278,,13995
7/22/2020,Kerala,588930,,15033
7/23/2020,Kerala,612266,,16111
7/24/2020,Kerala,635272,,16996
7/25/2020,Kerala,653982,,18099
7/26/2020,Kerala,672748,,19026
7/27/2020,Kerala,688163,,19728
7/28/2020,Kerala,709348,,20895
7/29/2020,Kerala,733413,,21798
7/30/2020,Kerala,753485,,22304
4/13/2020,Ladakh,618,,17
4/14/2020,Ladakh,760,615,17
4/15/2020,Ladakh,820,657,18
4/16/2020,Ladakh,917,695,18
4/19/2020,Ladakh,991,797,18
4/21/2020,Ladakh,1137,896,18
4/29/2020,Ladakh,1949,1299,22
4/30/2020,Ladakh,2245,1384,22
5/1/2020,Ladakh,2430,1545,22
5/2/2020,Ladakh,2434,1618,23
5/3/2020,Ladakh,2434,1674,41
5/4/2020,Ladakh,2639,1879,41
5/9/2020,Ladakh,3503,2948,42
5/13/2020,Ladakh,3683,3353,43
5/16/2020,Ladakh,4067,3571,43
5/18/2020,Ladakh,4219,3791,43
5/19/2020,Ladakh,4730,3935,43
5/21/2020,Ladakh,5291,4081,44
5/22/2020,Ladakh,5505,4173,44
5/23/2020,Ladakh,5727,4505,49
5/24/2020,Ladakh,5730,4733,52
5/25/2020,Ladakh,5896,4894,53
5/30/2020,Ladakh,7354,6145,74
5/31/2020,Ladakh,7354,6167,77
6/2/2020,Ladakh,8310,6465,81
6/5/2020,Ladakh,9754,7204,97
6/6/2020,Ladakh,10164,7214,99
6/9/2020,Ladakh,10249,7888,108
6/11/2020,Ladakh,10855,8222,135
6/12/2020,Ladakh,10986,8460,239
6/13/2020,Ladakh,11135,8814,437
6/14/2020,Ladakh,11135,9087,539
6/15/2020,Ladakh,11260,9456,555
6/16/2020,Ladakh,11537,9660,649
6/17/2020,Ladakh,11626,9833,687
6/18/2020,Ladakh,12082,9901,687
6/19/2020,Ladakh,12516,10091,744
6/20/2020,Ladakh,12838,10307,836
6/21/2020,Ladakh,12838,10398,837
6/22/2020,Ladakh,13018,10715,847
6/23/2020,Ladakh,13118,10927,932
6/24/2020,Ladakh,13313,11191,932
6/25/2020,Ladakh,13521,11285,941
6/26/2020,Ladakh,13636,11563,946
6/27/2020,Ladakh,13717,11775,960
6/29/2020,Ladakh,13886,11880,964
7/1/2020,Ladakh,14076,12095,990
7/2/2020,Ladakh,14272,12142,990
7/3/2020,Ladakh,14361,12274,1001
7/4/2020,Ladakh,14537,12304,1005
7/5/2020,Ladakh,14537,12319,1005
7/7/2020,Ladakh,14833,12557,1041
7/8/2020,Ladakh,14938,12659,1047
7/9/2020,Ladakh,15067,12763,1055
7/10/2020,Ladakh,15186,12869,1064
7/11/2020,Ladakh,15293,12940,1077
7/12/2020,Ladakh,15295,13011,1086
7/13/2020,Ladakh,15393,13084,1093
7/14/2020,Ladakh,15603,13147,1128
7/16/2020,Ladakh,15830,13341,1147
7/18/2020,Ladakh,16192,13476,1159
7/19/2020,Ladakh,16225,13665,1178
7/20/2020,Ladakh,16467,13712,1195
7/21/2020,Ladakh,16639,,1198
7/22/2020,Ladakh,16850,13846,1206
7/23/2020,Ladakh,16972,,1210
7/24/2020,Ladakh,17395,14245,1246
7/25/2020,Ladakh,17625,14343,1276
7/26/2020,Ladakh,17626,14564,1285
7/27/2020,Ladakh,18071,14701,1306
7/28/2020,Ladakh,18438,14904,1327
7/29/2020,Ladakh,18849,14999,1347
7/30/2020,Ladakh,19143,15277,1378
4/5/2020,Madhya Pradesh,2812,1954,193
4/7/2020,Madhya Pradesh,3770,3125,290
4/8/2020,Madhya Pradesh,4056,3443,341
4/9/2020,Madhya Pradesh,5135,3989,411
4/10/2020,Madhya Pradesh,7049,4840,451
4/11/2020,Madhya Pradesh,8516,5790,529
4/12/2020,Madhya Pradesh,10481,6875,562
4/13/2020,Madhya Pradesh,10481,6875,614
4/14/2020,Madhya Pradesh,8105,7103,741
4/15/2020,Madhya Pradesh,9596,8658,938
4/16/2020,Madhya Pradesh,13492,12326,1164
4/17/2020,Madhya Pradesh,15302,13992,1310
4/18/2020,Madhya Pradesh,14978,13576,1402
4/19/2020,Madhya Pradesh,17835,16428,1407
4/20/2020,Madhya Pradesh,19142,17657,1485
4/21/2020,Madhya Pradesh,20905,19353,1552
4/22/2020,Madhya Pradesh,22664,21077,1587
